Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg),Way X (in),Way Y (in),Way Velocity (in/s),Way Orientation (deg),Way Turn Radius (in),Touch this Point
0,0,500,300,12,180,500,300,12,180,6,0
1,0.083333333,499,300,12,180,415,300,12,180,12,0
2,0.166666667,498,300,12,180,390,285,180,180,6,0
3,0.25,497,300,12,180,500,230,180,0,50,0
4,0.333333333,496,300,12,180,500,110,180,200,8,0
5,0.416666667,495,300,12,180,450,135,180,45,50,0
6,0.5,494,300,12,180,350,135,120,45,5,0
7,0.583333333,493,300,12,180,361.74,113.06,180,0,5,0
8,0.666666667,492,300,12,180,315,127.61,180,0,5,0
9,0.75,491,300,12,180,345.92,160,180,0,5,0
10,0.833333333,490,300,12,180,316.18,185.18,180,0,5,0
11,0.916666667,489,300,12,180,342.12,208.59,180,0,20,0
12,1,488,300,12,180,250,235.48,120,0,10,0
13,1.083333333,487,300,12,180,228.56,220,120,0,3,0
14,1.166666667,486,300,12,180,259.56,193.09,60,0,3,0
15,1.25,485,300,12,180,230.45,180.75,48,0,3,0
16,1.333333333,484,300,12,180,252.6,167.78,36,0,3,0
17,1.416666667,483,300,12,180,220.01,162.09,24,0,5,0
18,1.5,482,300,12,180,253.86,140.9,12,0,10,0
19,1.583333333,481,300,12,180,284.86,171.26,12,0,3,0
20,1.666666667,480,300,12,180,,,,,,
21,1.75,479,300,12,180,,,,,,
22,1.833333333,478,300,12,180,,,,,,
23,1.916666667,477,300,12,180,,,,,,
24,2,476,300,12,180,,,,,,
25,2.083333333,475,300,12,180,,,,,,
26,2.166666667,474,300,12,180,,,,,,
27,2.25,473,300,12,180,,,,,,
28,2.333333333,472,300,12,180,,,,,,
29,2.416666667,471,300,12,180,,,,,,
30,2.5,470,300,12,180,,,,,,
31,2.583333333,469,300,12,180,,,,,,
32,2.666666667,468,300,12,180,,,,,,
33,2.75,467,300,12,180,,,,,,
34,2.833333333,466,300,12,180,,,,,,
35,2.916666667,465,300,12,180,,,,,,
36,3,464,300,12,180,,,,,,
37,3.083333333,463,300,12,180,,,,,,
38,3.166666667,462,300,12,180,,,,,,
39,3.25,461,300,12,180,,,,,,
40,3.333333333,460,300,12,180,,,,,,
41,3.416666667,459,300,12,180,,,,,,
42,3.5,458,300,12,180,,,,,,
43,3.583333333,457,300,12,180,,,,,,
44,3.666666667,456,300,12,180,,,,,,
45,3.75,455,300,12,180,,,,,,
46,3.833333333,454,300,12,180,,,,,,
47,3.916666667,453,300,12,180,,,,,,
48,4,452,300,12,180,,,,,,
49,4.083333333,451,300,12,180,,,,,,
50,4.166666667,450,300,12,180,,,,,,
51,4.25,449,300,12,180,,,,,,
52,4.333333333,448,300,12,180,,,,,,
53,4.416666667,447,300,12,180,,,,,,
54,4.5,446,300,12,180,,,,,,
55,4.583333333,445,300,12,180,,,,,,
56,4.666666667,444,300,12,180,,,,,,
57,4.75,443,300,12,180,,,,,,
58,4.833333333,442,300,12,180,,,,,,
59,4.916666667,441,300,12,180,,,,,,
60,5,440,300,12,180,,,,,,
61,5.083333333,439,300,12,180,,,,,,
62,5.166666667,438,300,12,180,,,,,,
63,5.25,437,300,12,180,,,,,,
64,5.333333333,436,300,12,180,,,,,,
65,5.416666667,435,300,12,180,,,,,,
66,5.5,434,300,12,180,,,,,,
67,5.583333333,433,300,12,180,,,,,,
68,5.666666667,432,300,12,180,,,,,,
69,5.75,431,300,12,180,,,,,,
70,5.833333333,430,300,12,180,,,,,,
71,5.916666667,429,300,12,180,,,,,,
72,6,428,300,12,180,,,,,,
73,6.083333333,427,300,12,180,,,,,,
74,6.166666667,426,300,12,180,,,,,,
75,6.25,425,300,12,180,,,,,,
76,6.333333333,424,300,12,180,,,,,,
77,6.416666667,423,300,12,180,,,,,,
78,6.5,422,300,12,180,,,,,,
79,6.583333333,421,300,12,180,,,,,,
80,6.666666667,420,300,12,180,,,,,,
81,6.75,419,300,12,180,,,,,,
81.99989171,6.833324309,418.0001178,299.9956336,12,180,,,,,,
82.99960238,6.916633532,417.0027615,299.9270632,12,180,,,,,,
83.99931306,6.999942755,416.0145739,299.775714,12,180,,,,,,
84.99902373,7.083251978,415.0424133,299.5426363,12,180,,,,,,
85.9987344,7.162389246,414.093027,299.2294477,13.26523086,180,,,,,,
86.99844508,7.234322022,413.1730041,298.838322,14.53046172,180,,,,,,
87.99844508,7.3002709,412.3155112,298.3238262,15.79605876,180,,,,,,
88.99844508,7.361139406,411.4580183,297.8093305,17.06165579,180,,,,,,
89.99844508,7.417654289,410.6005253,297.2948347,18.32725282,180,,,,,,
90.99844508,7.470396762,409.7430324,296.780339,19.59284986,180,,,,,,
91.99844508,7.519838934,408.8855395,296.2658432,20.85844689,180,,,,,,
92.99844508,7.566369509,408.0280466,295.7513475,22.12404392,180,,,,,,
93.99844508,7.610312337,407.1705536,295.2368517,23.38964096,180,,,,,,
94.99844508,7.651940082,406.3130607,294.722356,24.65523799,180,,,,,,
95.99844508,7.691484473,405.4555678,294.2078602,25.92083502,180,,,,,,
96.99844508,7.729144103,404.5980749,293.6933644,27.18643206,180,,,,,,
97.99844508,7.76509046,403.7405819,293.1788687,28.45202909,180,,,,,,
98.99844508,7.799472647,402.883089,292.6643729,29.71762612,180,,,,,,
99.99844508,7.832421116,402.0255961,292.1498772,30.98322316,180,,,,,,
100.9984451,7.864050649,401.1681032,291.6353814,32.24882019,180,,,,,,
101.9984451,7.894462777,400.3106102,291.1208857,33.51441722,180,,,,,,
102.9984451,7.923747741,399.4531173,290.6063899,34.78001426,180,,,,,,
103.9958406,7.951913871,398.6069618,290.0783572,36.04231502,180,,,,,,
104.9946835,7.979149314,397.8972458,289.3755125,37.30644775,180,,,,,,
105.9935265,8.005477255,397.3139635,288.5646679,38.57058048,180,,,,,,
106.9923695,8.030956224,396.8732796,287.6682946,39.83471321,180,,,,,,
107.9912125,8.05563926,396.587407,286.7112345,41.09884594,180,,,,,,
108.9900555,8.079574586,396.4642682,285.7200109,42.36297867,180,,,,,,
109.9888985,8.10280617,396.5072759,284.7220942,43.6271114,180,,,,,,
110.9877415,8.125374212,396.7152381,283.7451403,44.89124413,180,,,,,,
111.9865845,8.147503686,397.0823916,282.8162239,45.38139468,181.5494422,,,,,,
112.9854275,8.16939543,397.5985611,281.9610886,45.87154522,183.0988844,,,,,,
113.9842705,8.191054497,398.2494419,281.2034333,46.36169577,184.6483267,,,,,,
114.9842705,8.212510477,399.1438691,280.7562197,46.85241408,186.1995637,,,,,,
115.9842705,8.233742903,400.0382963,280.3090061,47.34313239,187.7508007,,,,,,
116.9842705,8.254756387,400.9327234,279.8617925,47.8338507,189.3020377,,,,,,
117.9842705,8.275555398,401.8271506,279.4145789,48.32456901,190.8532747,,,,,,
118.9842705,8.296144269,402.7215778,278.9673653,48.81528732,192.4045117,,,,,,
119.9842705,8.316527205,403.616005,278.5201517,49.30600563,193.9557487,,,,,,
120.9842705,8.336708283,404.5104322,278.0729381,49.79672394,195.5069857,,,,,,
121.9842705,8.356691464,405.4048594,277.6257245,50.28744224,197.0582227,,,,,,
122.9842705,8.376480591,406.2992866,277.1785109,50.77816055,198.6094597,,,,,,
123.9842705,8.396079396,407.1937138,276.7312973,51.26887886,200.1606967,,,,,,
124.9842705,8.415491504,408.088141,276.2840837,51.75959717,201.7119337,,,,,,
125.9842705,8.434720441,408.9825682,275.8368701,52.25031548,203.2631707,,,,,,
126.9842705,8.453769629,409.8769954,275.3896565,52.74103379,204.8144078,,,,,,
127.9842705,8.472642399,410.7714225,274.9424429,53.2317521,206.3656448,,,,,,
128.9842705,8.491341988,411.6658497,274.4952293,53.72247041,207.9168818,,,,,,
129.9842705,8.509871546,412.5602769,274.0480157,54.21318872,209.4681188,,,,,,
130.9842705,8.528234136,413.4547041,273.6008021,54.70390703,211.0193558,,,,,,
131.9842705,8.546432741,414.3491313,273.1535885,55.19462534,212.5705928,,,,,,
132.9842705,8.564470264,415.2435585,272.706375,55.68534365,214.1218298,,,,,,
133.9842705,8.582349532,416.1379857,272.2591614,56.17606196,215.6730668,,,,,,
134.9842705,8.600073297,417.0324129,271.8119478,56.66678027,217.2243038,,,,,,
135.9842705,8.61764424,417.9268401,271.3647342,57.15749858,218.7755408,,,,,,
136.9842705,8.635064976,418.8212673,270.9175206,57.64821689,220.3267778,,,,,,
137.9842705,8.652338049,419.7156945,270.470307,58.1389352,221.8780148,,,,,,
138.9842705,8.669465943,420.6101216,270.0230934,58.62965351,223.4292518,,,,,,
139.9842705,8.686451078,421.5045488,269.5758798,59.12037182,224.9804889,,,,,,
140.9842705,8.703295813,422.398976,269.1286662,59.61109013,226.5317259,,,,,,
141.9842705,8.72000245,423.2934032,268.6814526,60.10180844,228.0829629,,,,,,
142.9842705,8.736573236,424.1878304,268.234239,60.59252675,229.6341999,,,,,,
143.9842705,8.753010362,425.0822576,267.7870254,61.08324506,231.1854369,,,,,,
144.9842705,8.769315967,425.9766848,267.3398118,61.57396337,232.7366739,,,,,,
145.9842705,8.785492139,426.871112,266.8925982,62.06468168,234.2879109,,,,,,
146.9842705,8.801540917,427.7655392,266.4453846,62.55539999,235.8391479,,,,,,
147.9842705,8.817464291,428.6599664,265.998171,63.0461183,237.3903849,,,,,,
148.9842705,8.833264207,429.5543936,265.5509574,63.53683661,238.9416219,,,,,,
149.9842705,8.848942564,430.4488207,265.1037438,64.02755492,240.4928589,,,,,,
150.9842705,8.864501217,431.3432479,264.6565302,64.51827323,242.0440959,,,,,,
151.9842705,8.879941982,432.2376751,264.2093166,65.00899154,243.595333,,,,,,
152.9842705,8.89526663,433.1321023,263.762103,65.49970985,245.14657,,,,,,
153.9842705,8.910476896,434.0265295,263.3148894,65.99042816,246.697807,,,,,,
154.9842705,8.925574475,434.9209567,262.8676759,66.48114647,248.249044,,,,,,
155.9842705,8.940561023,435.8153839,262.4204623,66.97186478,249.800281,,,,,,
156.9842705,8.955438163,436.7098111,261.9732487,67.46258309,251.351518,,,,,,
157.9842705,8.970207479,437.6042383,261.5260351,67.9533014,252.902755,,,,,,
158.9842705,8.984870523,438.4986655,261.0788215,68.44401971,254.453992,,,,,,
159.9842705,8.999428815,439.3930927,260.6316079,68.93473802,256.005229,,,,,,
160.9842705,9.013883839,440.2875198,260.1843943,69.42545633,257.556466,,,,,,
161.9842705,9.028237051,441.181947,259.7371807,69.91617463,259.107703,,,,,,
162.9842705,9.042489876,442.0763742,259.2899671,70.40689294,260.65894,,,,,,
163.9842705,9.056643706,442.9708014,258.8427535,70.89761125,262.210177,,,,,,
164.9842705,9.070699909,443.8652286,258.3955399,71.38832956,263.7614141,,,,,,
165.9842705,9.084659821,444.7596558,257.9483263,71.87904787,265.3126511,,,,,,
166.9842705,9.098524753,445.654083,257.5011127,72.36976618,266.8638881,,,,,,
167.9842705,9.112295988,446.5485102,257.0538991,72.86048449,268.4151251,,,,,,
168.9842705,9.125974785,447.4429374,256.6066855,73.3512028,269.9663621,,,,,,
169.9842705,9.139562377,448.3373646,256.1594719,73.84192111,271.5175991,,,,,,
170.9842705,9.15305997,449.2317918,255.7122583,74.33263942,273.0688361,,,,,,
171.9842705,9.166468751,450.126219,255.2650447,74.82335773,274.6200731,,,,,,
172.9842705,9.179789879,451.0206461,254.8178311,75.31407604,276.1713101,,,,,,
173.9842705,9.193024493,451.9150733,254.3706175,75.80479435,277.7225471,,,,,,
174.9842705,9.206173711,452.8095005,253.9234039,76.29551266,279.2737841,,,,,,
175.9842705,9.219238626,453.7039277,253.4761903,76.78623097,280.8250211,,,,,,
176.9842705,9.232220313,454.5983549,253.0289768,77.27694928,282.3762581,,,,,,
177.9842705,9.245119826,455.4927821,252.5817632,77.76766759,283.9274952,,,,,,
178.9842705,9.257938198,456.3872093,252.1345496,78.2583859,285.4787322,,,,,,
179.9842705,9.270676443,457.2816365,251.687336,78.74910421,287.0299692,,,,,,
180.9842705,9.283335558,458.1760637,251.2401224,79.23982252,288.5812062,,,,,,
181.9842705,9.29591652,459.0704909,250.7929088,79.73054083,290.1324432,,,,,,
182.9842705,9.308420287,459.9649181,250.3456952,80.22125914,291.6836802,,,,,,
183.9842705,9.3208478,460.8593452,249.8984816,80.71197745,293.2349172,,,,,,
184.9842705,9.333199985,461.7537724,249.451268,81.20269576,294.7861542,,,,,,
185.9842705,9.345477749,462.6481996,249.0040544,81.69341407,296.3373912,,,,,,
186.9842705,9.357681984,463.5426268,248.5568408,82.18413238,297.8886282,,,,,,
187.9842705,9.369813564,464.437054,248.1096272,82.67485069,299.4398652,,,,,,
188.9842705,9.38187335,465.3314812,247.6624136,83.165569,300.9911022,,,,,,
189.9842705,9.393862187,466.2259084,247.2152,83.65628731,302.5423392,,,,,,
190.9842705,9.405780904,467.1203356,246.7679864,84.14700562,304.0935763,,,,,,
191.9842705,9.417630317,468.0147628,246.3207728,84.63772393,305.6448133,,,,,,
192.9842705,9.429411228,468.90919,245.8735592,85.12844224,307.1960503,,,,,,
193.9842705,9.441124423,469.8036172,245.4263456,85.61916055,308.7472873,,,,,,
194.9842705,9.452770677,470.6980443,244.979132,86.10987886,310.2985243,,,,,,
195.9842705,9.464350751,471.5924715,244.5319184,86.60059717,311.8497613,,,,,,
196.9842705,9.475865391,472.4868987,244.0847048,87.09131548,313.4009983,,,,,,
198.0235116,9.487763332,473.240332,243.3689112,87.60129012,315.0131076,,,,,,
199.023495,9.499146616,474.1210372,242.8952818,88.09200026,316.5643188,,,,,,
200.0234783,9.510466667,474.9920944,242.4041341,88.58271039,318.1155299,,,,,,
201.0234616,9.521724183,475.8531551,241.8956646,89.07342052,319.6667411,,,,,,
202.023445,9.53291985,476.7038749,241.3700768,89.56413065,321.2179522,,,,,,
203.0234283,9.544054346,477.5439134,240.8275808,90.05484078,322.7691634,,,,,,
204.0234116,9.555128335,478.3729348,240.2683937,90.54555091,324.3203745,,,,,,
205.023395,9.56614247,479.1906074,239.6927391,91.03626104,325.8715857,,,,,,
206.0233783,9.577097396,479.9966041,239.1008473,91.52697117,327.4227968,,,,,,
207.0233616,9.587993745,480.7906026,238.4929549,92.01768131,328.974008,,,,,,
208.023345,9.598832141,481.5722852,237.8693053,92.50839144,330.5252191,,,,,,
209.0233283,9.609613197,482.3413394,237.2301477,92.99910157,332.0764303,,,,,,
210.0233116,9.620337517,483.0974574,236.5757379,93.4898117,333.6276414,,,,,,
211.023295,9.631005693,483.8403369,235.9063377,93.98052183,335.1788526,,,,,,
212.0232783,9.641618312,484.5696807,235.2222147,94.47123196,336.7300638,,,,,,
213.0232616,9.652175949,485.2851972,234.5236426,94.96194209,338.2812749,,,,,,
214.023245,9.662679171,485.9866,233.8109009,95.45265222,339.8324861,,,,,,
215.0232283,9.673128535,486.6736086,233.0842746,95.94336235,341.3836972,,,,,,
216.0232116,9.683524592,487.3459483,232.3440544,96.43407249,342.9349084,,,,,,
217.023195,9.693867881,488.0033501,231.5905363,96.92478262,344.4861195,,,,,,
218.0231783,9.704158937,488.6455511,230.8240217,97.41549275,346.0373307,,,,,,
219.0231616,9.714398285,489.2722944,230.0448173,97.90620288,347.5885418,,,,,,
220.023145,9.72458644,489.8833292,229.2532346,98.39691301,349.139753,,,,,,
221.0231283,9.734723913,490.4784113,228.4495905,98.88762314,350.6909641,,,,,,
222.0231116,9.744811205,491.0573026,227.6342061,99.37833327,352.2421753,,,,,,
223.023095,9.754848811,491.6197714,226.8074078,99.8690434,353.7933864,,,,,,
224.0230783,9.764837218,492.165593,225.9695263,100.3597535,355.3445976,,,,,,
225.0230616,9.774776906,492.6945488,225.1208966,100.8504637,356.8958088,,,,,,
226.023045,9.784668347,493.2064274,224.2618582,101.3411738,358.4470199,,,,,,
227.0230283,9.794512008,493.701024,223.3927547,101.8318839,359.9982311,,,,,,
228.0230116,9.804317378,494.1781408,222.5139337,102.1345709,358.5822419,,,,,,
229.022995,9.814093732,494.6375869,221.6257468,102.4372578,357.1662528,,,,,,
230.0229783,9.823841242,495.0791786,220.7285493,102.7399447,355.7502636,,,,,,
231.0229616,9.833560075,495.5027392,219.8226999,103.0426317,354.3342745,,,,,,
232.022945,9.843250402,495.9080993,218.9085611,103.3453186,352.9182853,,,,,,
233.0229283,9.852912388,496.2950968,217.9864984,103.6480056,351.5022962,,,,,,
234.0229116,9.8625462,496.6635768,217.0568806,103.9506925,350.086307,,,,,,
235.022895,9.872152,497.0133921,216.1200797,104.2533794,348.6703179,,,,,,
236.0228783,9.881729951,497.3444026,215.1764703,104.5560664,347.2543287,,,,,,
237.0228616,9.891280214,497.656476,214.2264299,104.8587533,345.8383396,,,,,,
238.022845,9.900802949,497.9494874,213.2703384,105.1614403,344.4223504,,,,,,
239.0228283,9.910298314,498.2233197,212.3085782,105.4641272,343.0063613,,,,,,
240.0228116,9.919766466,498.4778633,211.3415342,105.7668141,341.5903721,,,,,,
241.022795,9.929207561,498.7130164,210.369593,106.0695011,340.174383,,,,,,
242.0227783,9.938621752,498.9286849,209.3931434,106.372188,338.7583938,,,,,,
243.0227616,9.948009193,499.1247827,208.412576,106.674875,337.3424047,,,,,,
244.022745,9.957370034,499.3012311,207.4282831,106.9775619,335.9264155,,,,,,
245.0227283,9.966704428,499.4579598,206.4406583,107.2802488,334.5104264,,,,,,
246.0227116,9.976012521,499.5949059,205.4500966,107.5829358,333.0944372,,,,,,
247.022695,9.985294463,499.7120147,204.4569943,107.8856227,331.6784481,,,,,,
248.0226783,9.9945504,499.8092393,203.4617486,108.1883096,330.2624589,,,,,,
249.0226616,10.00378048,499.8865409,202.4647575,108.4909966,328.8464698,,,,,,
250.022645,10.01298484,499.9438886,201.46642,108.7936835,327.4304807,,,,,,
251.0226283,10.02216363,499.9812594,200.4671352,109.0963705,326.0144915,,,,,,
252.0226283,10.03131714,499.9812594,199.4671352,109.3990624,324.5984788,,,,,,
253.0226283,10.04044535,499.9812594,198.4671352,109.7017544,323.182466,,,,,,
254.0226283,10.04954842,499.9812594,197.4671352,110.0044464,321.7664533,,,,,,
255.0226283,10.05862647,499.9812594,196.4671352,110.3071384,320.3504405,,,,,,
256.0226283,10.06767965,499.9812594,195.4671352,110.6098304,318.9344278,,,,,,
257.0226283,10.07670808,499.9812594,194.4671352,110.9125224,317.518415,,,,,,
258.0226283,10.08571191,499.9812594,193.4671352,111.2152143,316.1024023,,,,,,
259.0226283,10.09469127,499.9812594,192.4671352,111.5179063,314.6863895,,,,,,
260.0226283,10.10364628,499.9812594,191.4671352,111.8205983,313.2703768,,,,,,
261.0226283,10.11257709,499.9812594,190.4671352,112.1232903,311.854364,,,,,,
262.0226283,10.12148382,499.9812594,189.4671352,112.4259823,310.4383513,,,,,,
263.0226283,10.1303666,499.9812594,188.4671352,112.7286743,309.0223385,,,,,,
264.0226283,10.13922557,499.9812594,187.4671352,113.0313663,307.6063258,,,,,,
265.0226283,10.14806084,499.9812594,186.4671352,113.3340582,306.190313,,,,,,
266.0226283,10.15687255,499.9812594,185.4671352,113.6367502,304.7743003,,,,,,
267.0226283,10.16566081,499.9812594,184.4671352,113.9394422,303.3582875,,,,,,
268.0226283,10.17442576,499.9812594,183.4671352,114.2421342,301.9422748,,,,,,
269.0226283,10.18316752,499.9812594,182.4671352,114.5448262,300.526262,,,,,,
270.0226283,10.1918862,499.9812594,181.4671352,114.8475182,299.1102493,,,,,,
271.0226283,10.20058194,499.9812594,180.4671352,115.1502101,297.6942365,,,,,,
272.0226283,10.20925485,499.9812594,179.4671352,115.4529021,296.2782238,,,,,,
273.0226283,10.21790505,499.9812594,178.4671352,115.7555941,294.862211,,,,,,
274.0226283,10.22653266,499.9812594,177.4671352,116.0582861,293.4461983,,,,,,
275.0226283,10.2351378,499.9812594,176.4671352,116.3609781,292.0301855,,,,,,
276.0226283,10.24372059,499.9812594,175.4671352,116.6636701,290.6141728,,,,,,
277.0226283,10.25228113,499.9812594,174.4671352,116.966362,289.19816,,,,,,
278.0226283,10.26081955,499.9812594,173.4671352,117.269054,287.7821473,,,,,,
279.0226283,10.26933596,499.9812594,172.4671352,117.571746,286.3661346,,,,,,
280.0226283,10.27783047,499.9812594,171.4671352,117.874438,284.9501218,,,,,,
281.0226283,10.28630319,499.9812594,170.4671352,118.17713,283.5341091,,,,,,
282.0226283,10.29475424,499.9812594,169.4671352,118.479822,282.1180963,,,,,,
283.0226283,10.30318373,499.9812594,168.4671352,118.7825139,280.7020836,,,,,,
284.0226283,10.31159176,499.9812594,167.4671352,119.0852059,279.2860708,,,,,,
285.0226283,10.31997845,499.9812594,166.4671352,119.3878979,277.8700581,,,,,,
286.0226283,10.32834391,499.9812594,165.4671352,119.6905899,276.4540453,,,,,,
287.0226283,10.33668823,499.9812594,164.4671352,119.9932819,275.0380326,,,,,,
288.0226283,10.34501153,499.9812594,163.4671352,120.2959739,273.6220198,,,,,,
289.0226283,10.35331392,499.9812594,162.4671352,120.5986658,272.2060071,,,,,,
290.0226283,10.36159549,499.9812594,161.4671352,120.9013578,270.7899943,,,,,,
291.0226283,10.36985636,499.9812594,160.4671352,121.2040498,269.3739816,,,,,,
292.0226283,10.37809662,499.9812594,159.4671352,121.5067418,267.9579688,,,,,,
293.0226283,10.38631637,499.9812594,158.4671352,121.8094338,266.5419561,,,,,,
294.0226283,10.39451573,499.9812594,157.4671352,122.1121258,265.1259433,,,,,,
295.0226283,10.40269479,499.9812594,156.4671352,122.4148177,263.7099306,,,,,,
296.0226283,10.41085365,499.9812594,155.4671352,122.7175097,262.2939178,,,,,,
297.0226283,10.41899241,499.9812594,154.4671352,123.0202017,260.8779051,,,,,,
298.0226283,10.42711116,499.9812594,153.4671352,123.3228937,259.4618923,,,,,,
299.0226283,10.43521002,499.9812594,152.4671352,123.6255857,258.0458796,,,,,,
300.0226283,10.44328907,499.9812594,151.4671352,123.9282777,256.6298668,,,,,,
301.0226283,10.45134841,499.9812594,150.4671352,124.2309697,255.2138541,,,,,,
302.0226283,10.45938814,499.9812594,149.4671352,124.5336616,253.7978413,,,,,,
303.0226283,10.46740835,499.9812594,148.4671352,124.8363536,252.3818286,,,,,,
304.0226283,10.47540914,499.9812594,147.4671352,125.1390456,250.9658158,,,,,,
305.0226283,10.48339059,499.9812594,146.4671352,125.4417376,249.5498031,,,,,,
306.0226283,10.49135282,499.9812594,145.4671352,125.7444296,248.1337903,,,,,,
307.0226283,10.4992959,499.9812594,144.4671352,126.0471216,246.7177776,,,,,,
308.0226283,10.50721992,499.9812594,143.4671352,126.3498135,245.3017648,,,,,,
309.0226283,10.51512499,499.9812594,142.4671352,126.6525055,243.8857521,,,,,,
310.0226283,10.52301118,499.9812594,141.4671352,126.9551975,242.4697394,,,,,,
311.0226283,10.5308786,499.9812594,140.4671352,127.2578895,241.0537266,,,,,,
312.0226283,10.53872732,499.9812594,139.4671352,127.5605815,239.6377139,,,,,,
313.0226283,10.54655745,499.9812594,138.4671352,127.8632735,238.2217011,,,,,,
314.0226283,10.55436905,499.9812594,137.4671352,128.1659654,236.8056884,,,,,,
315.0226283,10.56216223,499.9812594,136.4671352,128.4686574,235.3896756,,,,,,
316.0226283,10.56993707,499.9812594,135.4671352,128.7713494,233.9736629,,,,,,
317.0226283,10.57769366,499.9812594,134.4671352,129.0740414,232.5576501,,,,,,
318.0226283,10.58543208,499.9812594,133.4671352,129.3767334,231.1416374,,,,,,
319.0226283,10.59315241,499.9812594,132.4671352,129.6794254,229.7256246,,,,,,
320.0226283,10.60085475,499.9812594,131.4671352,129.9821173,228.3096119,,,,,,
321.0226283,10.60853916,499.9812594,130.4671352,130.2848093,226.8935991,,,,,,
322.0226283,10.61620575,499.9812594,129.4671352,130.5875013,225.4775864,,,,,,
323.0226283,10.62385459,499.9812594,128.4671352,130.8901933,224.0615736,,,,,,
324.0226283,10.63148575,499.9812594,127.4671352,131.1928853,222.6455609,,,,,,
325.0226283,10.63909934,499.9812594,126.4671352,131.4955773,221.2295481,,,,,,
326.0226283,10.64669541,499.9812594,125.4671352,131.7982692,219.8135354,,,,,,
327.0226283,10.65427406,499.9812594,124.4671352,132.1009612,218.3975226,,,,,,
328.0226283,10.66183537,499.9812594,123.4671352,132.4036532,216.9815099,,,,,,
329.0229064,10.6693815,499.9857426,122.4668672,132.7064294,215.5651034,,,,,,
330.0222554,10.67690345,499.8639149,121.4749717,133.0089243,214.1500123,,,,,,
331.0216045,10.68440832,499.6193734,120.5060042,133.3114193,212.7349213,,,,,,
332.0209536,10.69189617,499.2559341,119.575085,133.6139142,211.3198303,,,,,,
333.0203027,10.69936709,498.7792684,118.6967409,133.9164092,209.9047392,,,,,,
334.0196518,10.70682116,498.1968145,117.8846781,134.2189042,208.4896482,,,,,,
335.0190009,10.71425844,497.5176614,117.1515685,134.5213991,207.0745571,,,,,,
336.01835,10.72167902,496.752407,116.5088521,134.8238941,205.6594661,,,,,,
337.017699,10.72908297,495.9129929,115.9665583,135.126389,204.244375,,,,,,
338.0170481,10.73647037,495.0125178,115.5331494,135.428884,202.829284,,,,,,
339.0163972,10.74384128,494.0650335,115.2153886,135.7313789,201.4141929,,,,,,
340.0157463,10.75119578,493.0853249,115.0182344,136.0338739,199.9991019,,,,,,
341.0150954,10.7585353,492.0886802,114.9447634,136.286164,197.0213329,,,,,,
342.0144445,10.76586124,491.0906517,114.9961221,136.5384541,194.0435638,,,,,,
343.0137936,10.77317367,490.1068133,115.1715089,136.7907442,191.0657948,,,,,,
344.0137936,10.78047736,489.2123861,115.6187225,137.0431987,188.0860862,,,,,,
345.0137936,10.78776762,488.3179589,116.0659361,137.2956531,185.1063776,,,,,,
346.0137936,10.79504448,487.4235317,116.5131497,137.5481076,182.126669,,,,,,
347.0137936,10.802308,486.5291046,116.9603633,137.800562,179.1469605,,,,,,
348.0137936,10.80955822,485.6346774,117.4075769,138.0530164,176.1672519,,,,,,
349.0137936,10.8167952,484.7402502,117.8547905,138.3054709,173.1875433,,,,,,
350.0137936,10.82401897,483.845823,118.3020041,138.5579253,170.2078347,,,,,,
351.0137936,10.8312296,482.9513958,118.7492177,138.8103798,167.2281261,,,,,,
352.0137936,10.83842713,482.0569686,119.1964313,139.0628342,164.2484176,,,,,,
353.0137936,10.8456116,481.1625414,119.6436449,139.3152886,161.268709,,,,,,
354.0137936,10.85278307,480.2681142,120.0908585,139.5677431,158.2890004,,,,,,
355.0137936,10.85994157,479.373687,120.5380721,139.8201975,155.3092918,,,,,,
356.0137936,10.86708717,478.4792598,120.9852857,140.072652,152.3295833,,,,,,
357.0137936,10.87421989,477.5848326,121.4324993,140.3251064,149.3498747,,,,,,
358.0137936,10.88133979,476.6904054,121.8797129,140.5775608,146.3701661,,,,,,
359.0137936,10.88844692,475.7959783,122.3269265,140.8300153,143.3904575,,,,,,
360.0137936,10.89554132,474.9015511,122.7741401,141.0824697,140.4107489,,,,,,
361.0137936,10.90262304,474.0071239,123.2213537,141.3349241,137.4310404,,,,,,
362.0137936,10.90969212,473.1126967,123.6685673,141.5873786,134.4513318,,,,,,
363.0137936,10.9167486,472.2182695,124.1157809,141.839833,131.4716232,,,,,,
364.0137936,10.92379254,471.3238423,124.5629944,142.0922875,128.4919146,,,,,,
365.0137936,10.93082398,470.4294151,125.010208,142.3447419,125.512206,,,,,,
366.0137936,10.93784295,469.5349879,125.4574216,142.5971963,122.5324975,,,,,,
367.0137936,10.94484951,468.6405607,125.9046352,142.8496508,119.5527889,,,,,,
368.0137936,10.95184369,467.7461335,126.3518488,143.1021052,116.5730803,,,,,,
369.0137936,10.95882555,466.8517063,126.7990624,143.3545597,113.5933717,,,,,,
370.0137936,10.96579513,465.9572792,127.246276,143.6070141,110.6136632,,,,,,
371.0137936,10.97275246,465.062852,127.6934896,143.8594685,107.6339546,,,,,,
372.0137936,10.97969759,464.1684248,128.1407032,144.111923,104.654246,,,,,,
